"Year","State","Commodity","Species","Product_Type","Unit","Value","Region","NAs","nonNAs","Gapfill","GF_Method","State_Avg","Region_Avg","Unit_Avg"
2013,"CALIFORNIA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",27,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",16992302,"West",7,2,0,NA,13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","ABALONE","NONE","OPERATIONS",9,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","ABALONE","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","CLAMS","NONE","OPERATIONS",4,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","CLAMS","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","MANILA CLAMS","NONE","OPERATIONS",4,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","MANILA CLAMS","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","MUSSELS","NONE","OPERATIONS",9,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","MUSSELS","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",18,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","OYSTERS","NONE","DOLLARS",9877151,"West",7,2,0,NA,13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","NONE","NONE","OPERATIONS",5,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","NONE","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",3,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CALIFORNIA","MOLLUSKS","PACIFIC OYSTERS","NONE","OPERATIONS",18,"West",0,9,0,NA,10.7777777777778,20.5833333333333,23.5779816513761
2013,"CALIFORNIA","MOLLUSKS","PACIFIC OYSTERS","NONE","DOLLARS",35603494.4887218,"West",7,2,1,"Region Average",13434726.5,35603494.4887218,18181058.0900696
2013,"CONNECTICUT","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",25,"Northeast",0,5,0,NA,16.6,23.8918918918919,23.5779816513761
2013,"CONNECTICUT","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",28297391,"Northeast",0,5,0,NA,16978434.6,9955528.28571429,18181058.0900696
2013,"CONNECTICUT","MOLLUSKS","CLAMS","NONE","OPERATIONS",16,"Northeast",0,5,0,NA,16.6,23.8918918918919,23.5779816513761
2013,"CONNECTICUT","MOLLUSKS","CLAMS","NONE","DOLLARS",18135415,"Northeast",0,5,0,NA,16978434.6,9955528.28571429,18181058.0900696
2013,"CONNECTICUT","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",16,"Northeast",0,5,0,NA,16.6,23.8918918918919,23.5779816513761
2013,"CONNECTICUT","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",18135415,"Northeast",0,5,0,NA,16978434.6,9955528.28571429,18181058.0900696
2013,"CONNECTICUT","MOLLUSKS","OYSTERS","NONE","OPERATIONS",13,"Northeast",0,5,0,NA,16.6,23.8918918918919,23.5779816513761
2013,"CONNECTICUT","MOLLUSKS","OYSTERS","NONE","DOLLARS",10161976,"Northeast",0,5,0,NA,16978434.6,9955528.28571429,18181058.0900696
2013,"CONNECTICUT","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",13,"Northeast",0,5,0,NA,16.6,23.8918918918919,23.5779816513761
2013,"CONNECTICUT","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",10161976,"Northeast",0,5,0,NA,16978434.6,9955528.28571429,18181058.0900696
2013,"FLORIDA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",132,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",19640914,"South",6,2,0,NA,19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","CLAMS","NONE","OPERATIONS",127,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","CLAMS","NONE","DOLLARS",18729084,"South",6,2,0,NA,19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","NONE","NONE","OPERATIONS",10,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","NONE","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",119,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","OTHER SPECIES","NONE","OPERATIONS",7,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","OTHER SPECIES","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",4,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","OYSTERS","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","NONE","NONE","OPERATIONS",2,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","NONE","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"FLORIDA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",2,"South",0,8,0,NA,50.375,26.25,23.5779816513761
2013,"FLORIDA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9212638.43478261,"South",6,2,1,"Region Average",19184999,9212638.43478261,18181058.0900696
2013,"GEORGIA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",4,"South",0,4,0,NA,3,26.25,23.5779816513761
2013,"GEORGIA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",9212638.43478261,"South",3,1,1,"Region Average",116000,9212638.43478261,18181058.0900696
2013,"GEORGIA","MOLLUSKS","CLAMS","NONE","OPERATIONS",4,"South",0,4,0,NA,3,26.25,23.5779816513761
2013,"GEORGIA","MOLLUSKS","CLAMS","NONE","DOLLARS",9212638.43478261,"South",3,1,1,"Region Average",116000,9212638.43478261,18181058.0900696
2013,"GEORGIA","MOLLUSKS","NONE","NONE","OPERATIONS",1,"South",0,4,0,NA,3,26.25,23.5779816513761
2013,"GEORGIA","MOLLUSKS","NONE","NONE","DOLLARS",9212638.43478261,"South",3,1,1,"Region Average",116000,9212638.43478261,18181058.0900696
2013,"GEORGIA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",3,"South",0,4,0,NA,3,26.25,23.5779816513761
2013,"GEORGIA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",116000,"South",3,1,0,NA,116000,9212638.43478261,18181058.0900696
2013,"HAWAII","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",3,"West",0,5,0,NA,1.6,20.5833333333333,23.5779816513761
2013,"HAWAII","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",35603494.4887218,"West",5,0,1,"Region Average",NA,35603494.4887218,18181058.0900696
2013,"HAWAII","MOLLUSKS","ABALONE","NONE","OPERATIONS",1,"West",0,5,0,NA,1.6,20.5833333333333,23.5779816513761
2013,"HAWAII","MOLLUSKS","ABALONE","NONE","DOLLARS",35603494.4887218,"West",5,0,1,"Region Average",NA,35603494.4887218,18181058.0900696
2013,"HAWAII","MOLLUSKS","CLAMS","NONE","OPERATIONS",2,"West",0,5,0,NA,1.6,20.5833333333333,23.5779816513761
2013,"HAWAII","MOLLUSKS","CLAMS","NONE","DOLLARS",35603494.4887218,"West",5,0,1,"Region Average",NA,35603494.4887218,18181058.0900696
2013,"HAWAII","MOLLUSKS","NONE","NONE","OPERATIONS",1,"West",0,5,0,NA,1.6,20.5833333333333,23.5779816513761
2013,"HAWAII","MOLLUSKS","NONE","NONE","DOLLARS",35603494.4887218,"West",5,0,1,"Region Average",NA,35603494.4887218,18181058.0900696
2013,"HAWAII","MOLLUSKS","MANILA CLAMS","NONE","OPERATIONS",1,"West",0,5,0,NA,1.6,20.5833333333333,23.5779816513761
2013,"HAWAII","MOLLUSKS","MANILA CLAMS","NONE","DOLLARS",35603494.4887218,"West",5,0,1,"Region Average",NA,35603494.4887218,18181058.0900696
2013,"LOUISIANA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",39,"South",0,4,0,NA,29.25,26.25,23.5779816513761
2013,"LOUISIANA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",13355478,"South",0,4,0,NA,10016608.5,9212638.43478261,18181058.0900696
2013,"LOUISIANA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",39,"South",0,4,0,NA,29.25,26.25,23.5779816513761
2013,"LOUISIANA","MOLLUSKS","OYSTERS","NONE","DOLLARS",13355478,"South",0,4,0,NA,10016608.5,9212638.43478261,18181058.0900696
2013,"LOUISIANA","MOLLUSKS","NONE","NONE","OPERATIONS",21,"South",0,4,0,NA,29.25,26.25,23.5779816513761
2013,"LOUISIANA","MOLLUSKS","NONE","NONE","DOLLARS",9966598,"South",0,4,0,NA,10016608.5,9212638.43478261,18181058.0900696
2013,"LOUISIANA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",18,"South",0,4,0,NA,29.25,26.25,23.5779816513761
2013,"LOUISIANA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",3388880,"South",0,4,0,NA,10016608.5,9212638.43478261,18181058.0900696
2013,"MAINE","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",22,"Northeast",0,4,0,NA,15.25,23.8918918918919,23.5779816513761
2013,"MAINE","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",9955528.28571429,"Northeast",3,1,1,"Region Average",1837653,9955528.28571429,18181058.0900696
2013,"MAINE","MOLLUSKS","MUSSELS","NONE","OPERATIONS",5,"Northeast",0,4,0,NA,15.25,23.8918918918919,23.5779816513761
2013,"MAINE","MOLLUSKS","MUSSELS","NONE","DOLLARS",1837653,"Northeast",3,1,0,NA,1837653,9955528.28571429,18181058.0900696
2013,"MAINE","MOLLUSKS","OYSTERS","NONE","OPERATIONS",17,"Northeast",0,4,0,NA,15.25,23.8918918918919,23.5779816513761
2013,"MAINE","MOLLUSKS","OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",3,1,1,"Region Average",1837653,9955528.28571429,18181058.0900696
2013,"MAINE","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",17,"Northeast",0,4,0,NA,15.25,23.8918918918919,23.5779816513761
2013,"MAINE","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",3,1,1,"Region Average",1837653,9955528.28571429,18181058.0900696
2013,"MARYLAND","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",10,"South",0,5,0,NA,6.4,26.25,23.5779816513761
2013,"MARYLAND","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",1737855,"South",4,1,0,NA,1737855,9212638.43478261,18181058.0900696
2013,"MARYLAND","MOLLUSKS","CLAMS","NONE","OPERATIONS",1,"South",0,5,0,NA,6.4,26.25,23.5779816513761
2013,"MARYLAND","MOLLUSKS","CLAMS","NONE","DOLLARS",9212638.43478261,"South",4,1,1,"Region Average",1737855,9212638.43478261,18181058.0900696
2013,"MARYLAND","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",1,"South",0,5,0,NA,6.4,26.25,23.5779816513761
2013,"MARYLAND","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9212638.43478261,"South",4,1,1,"Region Average",1737855,9212638.43478261,18181058.0900696
2013,"MARYLAND","MOLLUSKS","OYSTERS","NONE","OPERATIONS",10,"South",0,5,0,NA,6.4,26.25,23.5779816513761
2013,"MARYLAND","MOLLUSKS","OYSTERS","NONE","DOLLARS",9212638.43478261,"South",4,1,1,"Region Average",1737855,9212638.43478261,18181058.0900696
2013,"MARYLAND","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",10,"South",0,5,0,NA,6.4,26.25,23.5779816513761
2013,"MARYLAND","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9212638.43478261,"South",4,1,1,"Region Average",1737855,9212638.43478261,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",132,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","CLAMS","NONE","OPERATIONS",34,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","NONE","NONE","OPERATIONS",4,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","NONE","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",33,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",1711698,"Northeast",6,2,0,NA,6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","OTHER SPECIES","NONE","OPERATIONS",2,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","OTHER SPECIES","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","OYSTERS","NONE","OPERATIONS",126,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","OYSTERS","NONE","DOLLARS",10969622,"Northeast",6,2,0,NA,6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","NONE","NONE","OPERATIONS",3,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","NONE","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"MASSACHUSETTS","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",123,"Northeast",0,8,0,NA,57.125,23.8918918918919,23.5779816513761
2013,"MASSACHUSETTS","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",6,2,1,"Region Average",6340660,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",50,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",10302942,"Northeast",2,4,0,NA,7143639,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","CLAMS","NONE","OPERATIONS",39,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","CLAMS","NONE","DOLLARS",2334270,"Northeast",2,4,0,NA,7143639,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","NONE","NONE","OPERATIONS",3,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","NONE","NONE","DOLLARS",9955528.28571429,"Northeast",2,4,1,"Region Average",7143639,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",37,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",2,4,1,"Region Average",7143639,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","OYSTERS","NONE","OPERATIONS",19,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","OYSTERS","NONE","DOLLARS",7968672,"Northeast",2,4,0,NA,7143639,9955528.28571429,18181058.0900696
2013,"NEW JERSEY","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",19,"Northeast",0,6,0,NA,27.8333333333333,23.8918918918919,23.5779816513761
2013,"NEW JERSEY","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",7968672,"Northeast",2,4,0,NA,7143639,9955528.28571429,18181058.0900696
2013,"NEW YORK","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",15,"Northeast",0,5,0,NA,9,23.8918918918919,23.5779816513761
2013,"NEW YORK","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",5657836,"Northeast",4,1,0,NA,5657836,9955528.28571429,18181058.0900696
2013,"NEW YORK","MOLLUSKS","CLAMS","NONE","OPERATIONS",1,"Northeast",0,5,0,NA,9,23.8918918918919,23.5779816513761
2013,"NEW YORK","MOLLUSKS","CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",4,1,1,"Region Average",5657836,9955528.28571429,18181058.0900696
2013,"NEW YORK","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",1,"Northeast",0,5,0,NA,9,23.8918918918919,23.5779816513761
2013,"NEW YORK","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",4,1,1,"Region Average",5657836,9955528.28571429,18181058.0900696
2013,"NEW YORK","MOLLUSKS","OYSTERS","NONE","OPERATIONS",14,"Northeast",0,5,0,NA,9,23.8918918918919,23.5779816513761
2013,"NEW YORK","MOLLUSKS","OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",4,1,1,"Region Average",5657836,9955528.28571429,18181058.0900696
2013,"NEW YORK","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",14,"Northeast",0,5,0,NA,9,23.8918918918919,23.5779816513761
2013,"NEW YORK","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",4,1,1,"Region Average",5657836,9955528.28571429,18181058.0900696
2013,"NORTH CAROLINA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",22,"South",0,5,0,NA,15.6,26.25,23.5779816513761
2013,"NORTH CAROLINA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",336692,"South",0,5,0,NA,202015.2,9212638.43478261,18181058.0900696
2013,"NORTH CAROLINA","MOLLUSKS","CLAMS","NONE","OPERATIONS",20,"South",0,5,0,NA,15.6,26.25,23.5779816513761
2013,"NORTH CAROLINA","MOLLUSKS","CLAMS","NONE","DOLLARS",265160,"South",0,5,0,NA,202015.2,9212638.43478261,18181058.0900696
2013,"NORTH CAROLINA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",20,"South",0,5,0,NA,15.6,26.25,23.5779816513761
2013,"NORTH CAROLINA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",265160,"South",0,5,0,NA,202015.2,9212638.43478261,18181058.0900696
2013,"NORTH CAROLINA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",8,"South",0,5,0,NA,15.6,26.25,23.5779816513761
2013,"NORTH CAROLINA","MOLLUSKS","OYSTERS","NONE","DOLLARS",71532,"South",0,5,0,NA,202015.2,9212638.43478261,18181058.0900696
2013,"NORTH CAROLINA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",8,"South",0,5,0,NA,15.6,26.25,23.5779816513761
2013,"NORTH CAROLINA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",71532,"South",0,5,0,NA,202015.2,9212638.43478261,18181058.0900696
2013,"OREGON","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",17,"West",0,4,0,NA,13,20.5833333333333,23.5779816513761
2013,"OREGON","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",10554532,"West",2,2,0,NA,10554532,35603494.4887218,18181058.0900696
2013,"OREGON","MOLLUSKS","OYSTERS","NONE","OPERATIONS",17,"West",0,4,0,NA,13,20.5833333333333,23.5779816513761
2013,"OREGON","MOLLUSKS","OYSTERS","NONE","DOLLARS",10554532,"West",2,2,0,NA,10554532,35603494.4887218,18181058.0900696
2013,"OREGON","MOLLUSKS","NONE","NONE","OPERATIONS",1,"West",0,4,0,NA,13,20.5833333333333,23.5779816513761
2013,"OREGON","MOLLUSKS","NONE","NONE","DOLLARS",35603494.4887218,"West",2,2,1,"Region Average",10554532,35603494.4887218,18181058.0900696
2013,"OREGON","MOLLUSKS","PACIFIC OYSTERS","NONE","OPERATIONS",17,"West",0,4,0,NA,13,20.5833333333333,23.5779816513761
2013,"OREGON","MOLLUSKS","PACIFIC OYSTERS","NONE","DOLLARS",35603494.4887218,"West",2,2,1,"Region Average",10554532,35603494.4887218,18181058.0900696
2013,"PENNSYLVANIA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",1,"Northeast",0,3,0,NA,1,23.8918918918919,23.5779816513761
2013,"PENNSYLVANIA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",9955528.28571429,"Northeast",3,0,1,"Region Average",NA,9955528.28571429,18181058.0900696
2013,"PENNSYLVANIA","MOLLUSKS","CLAMS","NONE","OPERATIONS",1,"Northeast",0,3,0,NA,1,23.8918918918919,23.5779816513761
2013,"PENNSYLVANIA","MOLLUSKS","CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",3,0,1,"Region Average",NA,9955528.28571429,18181058.0900696
2013,"PENNSYLVANIA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",1,"Northeast",0,3,0,NA,1,23.8918918918919,23.5779816513761
2013,"PENNSYLVANIA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",3,0,1,"Region Average",NA,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",21,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",5733858,"Northeast",5,1,0,NA,5733858,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","CLAMS","NONE","OPERATIONS",2,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",5,1,1,"Region Average",5733858,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",2,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",9955528.28571429,"Northeast",5,1,1,"Region Average",5733858,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","MUSSELS","NONE","OPERATIONS",1,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","MUSSELS","NONE","DOLLARS",9955528.28571429,"Northeast",5,1,1,"Region Average",5733858,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","OYSTERS","NONE","OPERATIONS",21,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",5,1,1,"Region Average",5733858,9955528.28571429,18181058.0900696
2013,"RHODE ISLAND","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",21,"Northeast",0,6,0,NA,11.3333333333333,23.8918918918919,23.5779816513761
2013,"RHODE ISLAND","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",9955528.28571429,"Northeast",5,1,1,"Region Average",5733858,9955528.28571429,18181058.0900696
2013,"SOUTH CAROLINA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",9,"South",0,5,0,NA,7.4,26.25,23.5779816513761
