Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $",SALES,"SALES: (LESS THAN 25,000 $)","2,394,264",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"328,567,232",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (1,000,000 OR MORE $)","4,162,782",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (100,000 TO 499,999 $)","226,427",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (25,000 TO 49,999 $)","36,008",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (50,000 TO 99,999 $)","66,303",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (500,000 TO 999,999 $)","755,570",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",SALES,"SALES: (LESS THAN 25,000 $)","9,209",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN $ / OPERATION",TOTAL,NOT SPECIFIED,"434,613",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (1,000,000 OR MORE $)",74.8,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (100,000 TO 499,999 $)",12.6,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (25,000 TO 49,999 $)",1.2,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (50,000 TO 99,999 $)",2.2,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (500,000 TO 999,999 $)",8.5,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",SALES,"SALES: (LESS THAN 25,000 $)",0.7,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS - SALES, MEASURED IN PCT BT SIZE GROUP",TOTAL,NOT SPECIFIED,100,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,10,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,528,690",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,10,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,528,690",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,124,230",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,5,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, ABALONE, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"442,646",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,375,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"123,293,019",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA) - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,22,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,210,067",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), BROODSTOCK - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), BROODSTOCK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), BROODSTOCK - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,15,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,907,019",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,18,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"560,462",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,5,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), OTHER SIZES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, (EXCL GEODUCK & HARD & MANILA), OTHER SIZES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,20,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,050,795",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,17,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"27,939,696",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,954,982",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,1,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,483,417",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, GEODUCK, LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,111,099",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,278,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,593,667",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, BROODSTOCK - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, BROODSTOCK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, BROODSTOCK - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,262,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"59,094,333",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"417,695,332",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,8,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"53,239,914",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,28,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,900,334",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, OTHER SIZES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,2,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, HARD, OTHER SIZES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,80,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"24,438,490",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,77,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"23,040,431",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"145,601,450",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,17,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,372,471",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, CLAMS, MANILA, LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,398,059",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,32,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"12,252,816",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,31,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"99,525,534",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED,20,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,911,154",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, MUSSELS, LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,13,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,342,857",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"563,900",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, OTHER SIZES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OTHER SPECIES, OTHER SIZES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,483,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"180,149,850",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC) - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,41,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"25,110,413",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,36,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), FOODSIZE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), FOODSIZE - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), FOODSIZE - SALES, MEASURED IN HEAD / LB",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), FOODSIZE - SALES, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), LARVAE & SEED - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,2,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), LARVAE & SEED - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), OTHER SIZES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, (EXCL EASTERN & PACIFIC), OTHER SIZES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,315,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"68,297,841",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN, BROODSTOCK - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3,
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN, BROODSTOCK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"125,100",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN, BROODSTOCK - SALES, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"482,200",
CENSUS,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MOLLUSKS,"MOLLUSKS, OYSTERS, EASTERN, FOODSIZE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,306,
